x,y,z
0.8517007194936559,0.2289878614062263,0.86185278652531
0.5879542388289184,0.4024177330325406,0.856643810791824
0.6101776216065466,0.1416937141551008,0.8500902032504131
0.5773467089118328,0.04706550406022436,0.8298573050508401
0.319370014064726,0.5534176349701209,0.7799181177731778
0.6935312763767956,0.9737722233294938,0.4291835311255634
0.14000701487614575,0.3776053984328829,0.9552057246232002
0.5292832065455534,0.7661311386154023,0.12675021989538837
0.2647007973434953,0.8566763251601822,0.5593174594356811
0.022812628151411496,0.9864499035425452,0.653556049232247
0.8179867984726328,0.8386089183970913,0.5508676561086512
0.416535414022001,0.1753454348146043,0.8075086779484093
0.7327953440590667,0.3294911885740637,0.42926957553910117
0.47599850075926275,0.5057096227237438,0.09555367299158879
0.5011609351669445,0.8365439939048184,0.5780396864127464
0.18879838153270068,0.7430717879568814,0.5939721745471601
0.14167196109563351,0.7986941323915936,0.49852646855849214
0.04472853245440822,0.28160425792198307,0.7737524435123383
0.3439072257462472,0.042128085222839395,0.7821343653826076
0.7894734064087521,0.2602012270186974,0.8632298690024531
0.08611672244549073,0.7678242377281947,0.7587642099704841
0.29173722539490454,0.022406109420270992,0.5903745544496931
0.015207242135820809,0.05204877923781148,0.028808113382582712
0.08279290929618888,0.019375276605922198,0.7718255517501579
0.5661984971380523,0.022235238544176195,0.5939671132238933
0.20376446396031778,0.4598352808815913,0.5118056141440359
0.7921990129160762,0.9867687520856379,0.2106425420123108
0.6771702126144717,0.24609563723969163,0.6395983640869287
0.1646596411370922,0.1978379918238824,0.23955427589188305
0.2009800501233424,0.1600797221361996,0.2347694626900091
0.9687276224550845,0.1591066757790882,0.7111951843578914
0.948246280700529,0.7374032190397358,0.17007243664098115
0.5439670103592948,0.11403548882770387,0.7808382405982243
0.6508571147357165,0.7727965233213036,0.8990256864874674
0.9703581789847209,0.29714653597840945,0.27832881191358194
0.9913336107315278,0.9974643862968814,0.5102445474042494
0.029368049272695096,0.659516095548759,0.32478706626079357
0.8817263667528046,0.03783136329053238,0.76602361296913
0.19280051724249392,0.17172121824198816,0.02596955812179902
0.7732868120413336,0.5657894701204534,0.032609406161258514
0.25413909875249374,0.528673168652692,0.94788261553845
0.05536359090084719,0.5139499208932432,0.575054769847086
0.6612542368381249,0.32906310975336084,0.36749015155211473
0.55027438022694,0.8475182861566487,0.6734019742874184
0.7879738594305159,0.5877429131986032,0.6485635247767186
0.3199556691865556,0.6221630555384969,0.6294340672144872
0.1634343619982812,0.8107077725167375,0.7766895464041229
0.6839381503413453,0.7819125407519353,0.3934442476766564
0.18714562375768284,0.10519276917317555,0.824533909778903
0.09489707508379097,0.7333587207862995,0.8925833946255686
0.8476977122063201,0.7980076163166056,0.7805163611513676
0.3372041120997089,0.7039179621684349,0.5711834959562464
0.33226737228088676,0.03771013057649797,0.2943085456257444
0.9217849426863683,0.040231214310524566,0.2602687382525325
0.5783526082833946,0.1075548343712257,0.5866208481073042
0.857822023921147,0.196571125927139,0.12859636818155307
0.09664922794023201,0.4340185592281811,0.6135361050476243
0.028354876636391357,0.041111247597080625,0.09727871140810707
0.23979683827667697,0.15540084440808344,0.199076155881719
0.5194931427922642,0.7510375732927131,0.5385163528408823
0.7140290235557988,0.478763508165269,0.3712681004370877
0.8512914912612287,0.9939072239697331,0.923470939683923
0.43180893917365004,0.2198502228901269,0.5072220734416895
0.17714321558794888,0.6301464369409651,0.9593596458141377
0.34528489774403537,0.43621930908568396,0.44743900067914155
0.16657008865788148,0.7285110414227856,0.09636738178581306
0.5301183749372127,0.6441707761874911,0.8414718706125978
0.47219486322149984,0.4224176580756098,0.08284447156841246
0.7737031508177613,0.2775627673543588,0.874440812050981
0.81273892121099,0.14205262266507468,0.5768392414490885
0.37287295140704446,0.5232918104864774,0.44222966427345434
0.4217838566839901,0.9427697168096423,0.8572816005246372
0.021755296157679238,0.5331755446686073,0.4299036518700142
0.08218747418132633,0.8085377845579438,0.7952969714798757
0.10972577989975907,0.995984294903113,0.46494078288719565
0.20160627529032216,0.6716936002502829,0.02685293882275852
0.6084837071341236,0.981795653713413,0.41492844750607216
0.7586121711099474,0.8598541084103345,0.6706339781158243
0.3488355779706326,0.5151797216973493,0.04572727932225629
0.8865778026871146,0.0023999400385795733,0.7227875988103313
0.6806930304276374,0.29203769086351095,0.1306644421613008
0.972245770761154,0.8852998247768585,0.9873207448345771
0.052324075164282946,0.10793251096140843,0.8120549816280804
0.6684912574405181,0.967936368734895,0.8461186900129662
0.14645247731364253,0.5462727536198599,0.8431061189574844
0.3118191014494489,0.43538049642383936,0.7857428015421586
0.4480608673884263,0.6628818984163762,0.2469919055451898
0.23354701939512457,0.8529057678627062,0.8822573683762682
0.24313192966671948,0.13857411626367677,0.15157144078091822
0.5761432281767236,0.02778380471817532,0.8525833120168009
0.1437044430185035,0.3137748839385607,0.662264322470893
0.9768348988287423,0.4899381273875466,0.9207867705695109
0.31796445920624516,0.007940553712203813,0.8484941428108724
0.7342218624558697,0.46553833403992695,0.923417408725301
0.8235655270003883,0.3375962358680006,0.7329127293699387
0.4122011402272372,0.5419120773633657,0.9769210233590544
0.8951966225241741,0.10369262176025318,0.8351153408006898
0.4802013353658817,0.507746445603114,0.9224077004542197
0.6482151173156976,0.4862182959077135,0.8958880296032682
0.8197502500211016,0.8651038047293219,0.3531794710468996
0.414445844394707,0.7108282334608194,0.648741442045755
0.5668434698785492,0.3220745010621011,0.34781736967023535
0.6892484913504899,0.7784390150803434,0.089489257395165
0.17142625279327528,0.14403141074362746,0.09598297303915881
0.934699817292175,0.8606881591017624,0.07787535461396922
0.32273447630655394,0.4130239656480005,0.008175111487957687
0.09625531458607506,0.8030491233897084,0.4408720783376534
0.36615051992238423,0.2902815626696005,0.3829215610089711
0.8173091182793515,0.1299796290707217,0.5905372228356156
0.22390675504950364,0.6141522644935269,0.9254130666738543
0.6583443441138692,0.02991916285699081,0.30967700929479225
0.0567108410427587,0.0543673670162762,0.41842176495327166
0.027180782971541584,0.17645188318658833,0.9018436651882115
0.31512572985277487,0.661256681778527,0.5719464534430723
0.13681117654868236,0.2182052735132417,0.04059289614731065
0.5180698679236564,0.2981222913299204,0.933889534058054
0.15174774069051078,0.569505240409967,0.45290463015204463
0.7690502224154222,0.3511225077326716,0.8976332889063225
0.4273677580873465,0.4341006550548816,0.4834694718161817
0.4399247421785002,0.45667943970888514,0.037174684575993266
0.5630835150341479,0.06671926516207105,0.5298113041422186
0.19171229047863936,0.12381814817383074,0.4920879948147745
0.7729766585576517,0.3081057926319457,0.6527077150886156
0.11473883055846046,0.20739558017702475,0.4251649797386744
0.21326570554690372,0.30814773561857445,0.5735419051487458
0.29069961468516436,0.5584200386082593,0.31275315820015237
0.2758564264703297,0.15187134655721846,0.7592331247049404
0.9609844031440316,0.4353514943258988,0.490238790253795
0.9473824641624801,0.2410235370332363,0.72700695203018
0.7801824584732101,0.0035666420657473052,0.2921437582677341
0.7742642537679664,0.42969455312407245,0.2716758658709648
0.9465217635201216,0.6662808479610628,0.31691026247373333
0.6375727390048573,0.7549987362048565,0.28704361568771997
0.715216409922495,0.5057767337872593,0.995293252771996
0.11048506089078747,0.31214034883436603,0.5745996445362387
0.8001179571745907,0.822416020294219,0.7854023258605417
0.3528469557097409,0.06740383726601973,0.09298885097244458
0.5791390786152871,0.03758840197226743,0.44617805788826337
0.005481415733559314,0.7821502052121063,0.15185339290270028
0.7154289989355579,0.6910451853576602,0.2609836290395475
0.5654019885139928,0.05930682312276847,0.27474681663435196
0.6243489563041209,0.14157724836407948,0.5448353608964653
0.1772635455797974,0.5514013257284238,0.13897189295796264
0.0024393333272686446,0.6451384932336072,0.6132425644791114
0.4150989738259314,0.24819714475533605,0.2865214299648241
0.7582807694003368,0.49675728805148833,0.8853396581880263
0.27767650722565373,0.6785774596965553,0.639484762484018
0.8605258398358931,0.1465038242850235,0.5209582761551117
0.5103461924477604,0.19089515509942467,0.06587955228674724
0.6785101229715776,0.15891347698921343,0.7059881934636126
0.5894296667528771,0.9376315704433869,0.43725872261618526
0.6786446409087401,0.849493175289041,0.8301301981062769
0.6498891683612777,0.17017435510971113,0.4217961672811257
0.4406660248506953,0.2518207677795614,0.04532284635399231
0.8456114754786128,0.5156980447408939,0.010834316060679638
0.7827688341711874,0.7371970551348791,0.3398296580248096
0.7849607213413287,0.875300431644557,0.48138566425263674
0.6450536738479903,0.47681794303096214,0.5808670149236722
0.3042617265152866,0.30038696492121,0.3844829711562884
0.5228428551776694,0.04776587574131974,0.6625415390044418
0.7596931640767758,0.8201565948866677,0.8516058335285879
0.05253020307714262,0.5553455361596594,0.19171894658838473
0.7979853781145219,0.5926003274071577,0.06698606076825142
0.8185449585156711,0.24851921268066623,0.9542113437537184
0.5444570882649353,0.22455243336886965,0.7957305955700738
0.676625894804917,0.04254560067308555,0.45537527234032404
0.7915192908162283,0.12670204933689588,0.19491426091343733
0.6873963844256881,0.6175826180147287,0.004413229070457603
0.5866114782552807,0.3336002126624139,0.9959046996001011
0.7476413784295629,0.9867183144241317,0.10413340888695333
0.5344555529275273,0.7991525184358067,0.11606827695720257
0.6627072289652617,0.8695640360153641,0.5423889794635998
0.07057236642582976,0.533382892535989,0.4085456195720699
0.7852405962755984,0.5750107110575416,0.6326091486957854
0.4054082578617715,0.585036462655935,0.058494983582771054
0.54441970823822,0.38708346077215583,0.43291325428768
0.7330992684171314,0.5546979819409146,0.6196810974570776
0.6477998666231822,0.7423598529725252,0.5304565914578292
0.7333531436132769,0.7532434283275671,0.22438581676163294
0.8464072004308458,0.16534629235530118,0.765695968969812
0.8176805624226162,0.7739729644251627,0.24922721900341105
0.3587560115119922,0.35963629703137423,0.6728581398008207
0.577113624435029,0.9757747461279429,0.035175038311705986
0.23349808631324298,0.9369849938995748,0.36161086967122424
0.7218281028918293,0.0495689983286598,0.15445593310543737
0.17161812840401458,0.4436523752133099,0.7971336212241575
0.5828579338042692,0.6774489265820737,0.030619662953565774
0.7094468850036656,0.6986350853450279,0.6534824633450551
0.8646261110001667,0.7638690296601062,0.6047825182377584
0.059311738873884634,0.1802351456027843,0.2839163991597704
0.6046244321725253,0.3612169433723813,0.40586829524165
0.06505135770445625,0.10402155367823751,0.757663824095256
0.46081864012629925,0.2315028680021517,0.33402836185089
0.5052517954986765,0.5005383536001228,0.18047145352201432
0.8856277148753594,0.8986010508235283,0.15095150157807868
0.1469807027728136,0.9336152363035815,0.4289204139372609
0.8790731221111984,0.45820688542864174,0.3709285548122859
0.4430490887458952,0.2749766374665622,0.32092889753412246
0.6858157667365754,0.9882247615591656,0.1611284223053946
0.5320482840980959,0.7157404224023443,0.08207307183252388
0.20514305141270506,0.438110025476514,0.09503683254849837
0.424508157008449,0.35409346457646385,0.39141702588983374
0.9051689135790281,0.5020258180916172,0.8147820736926041
0.12712666877893042,0.2924983181135721,0.47400829948457157
0.9935402551284838,0.5065156085602303,0.36263577082332377
0.38431812439657265,0.6335957182780291,0.17459762509297194
0.17414359424626225,0.631632835311357,0.3362486880093378
0.03755916900710088,0.15898541445391268,0.8181952176657405
0.45059632139460615,0.8956795569024572,0.563323202375433
0.5166051459579434,0.03328905054896436,0.23293432356942734
0.3771277343197631,0.5572246864720525,0.3370148202601766
0.0019824236465064704,0.23672086918389468,0.705666625433336
0.15956278506669253,0.9643840380591298,0.3270082597933489
0.802770563714541,0.6286069532986922,0.11201381202085547
0.006803885665299103,0.5895644870576728,0.5713435304873089
0.7130016806012196,0.32498069171130384,0.9560037121927659
0.8923725984687673,0.3762825920066193,0.9168643374709847
0.49829239898601163,0.2359830952129155,0.08291642332407967
0.5135292950485303,0.5150325453614789,0.5433143788053242
0.22517756723714888,0.8399851525145631,0.21903188276047947
0.17341819355166888,0.43521906533724375,0.6305882479731952
0.15979294224045082,0.7808280791458906,0.003872242081739641
0.4990019926784197,0.5101782037326557,0.16454414654042882
0.6522982704843108,0.38457990522513996,0.07262174675505573
0.35563409422747316,0.7676854661232092,0.6757789754247315
0.3265546353276211,0.3392545389536238,0.47299497069829066
0.04129938357959606,0.8916882100603167,0.27642427938424297
0.11717187636605098,0.6281210677502899,0.7590535884210432
0.41148409678216946,0.8538506989299142,0.6024136720191623
0.010040486215929012,0.5390101690676897,0.5497978051090362
0.228880701398554,0.15058824801334814,0.8496891770204045
0.6984765442094379,0.011032725376138752,0.6639963335619093
0.30029825977561386,0.29631142497924234,0.3251751884577547
0.6739995834900958,0.36183382355609317,0.34737757702620675
0.7663229825305382,0.7752782532665896,0.8601266374088314
0.8624704993397013,0.7998959717319264,0.3980288709394654
0.5148689734001668,0.8030056266973593,0.019882704938945395
0.31364813322897567,0.857727026744848,0.4218611888978784
0.39711152658609006,0.7198168586115988,0.31736896419533633
0.09373464140463594,0.15831993136647105,0.5726362221412764
0.08896408498645514,0.9730272047619065,0.22665459960028012
0.871148541936077,0.39554653433567466,0.8307539711766883
0.5496719132629122,0.550284334326012,0.38712342087601315
0.9652269722815093,0.6953296143971844,0.060836682505941764
0.6371142084018656,0.3181144347112237,0.8510107965362055
0.48770442605623954,0.7461673592851938,0.7006767601638707
0.6123270256496403,0.9076714346070288,0.5617245656300929
0.6834527316830649,0.8007331133832997,0.08473622289342542
0.7738189763836497,0.3991799927972053,0.351698424769599
0.1211790194121729,0.9796922203775731,0.6037032141455548
0.35871657522783995,0.4375610108080811,0.5728256386886548
0.5616633908626322,0.8593882925364429,0.8042988956898574
0.7507436092108005,0.9158739799589104,0.8235339872224651
0.6832054310043336,0.6922755166557317,0.8871565551085484
0.27000888804423295,0.19501593914617787,0.8893895338719834
0.3729500075087009,0.12987119144571702,0.2642945865112982
0.11708840690609967,0.7147681250190276,0.5984470988349623
0.32026745640027254,0.3169680000613889,0.4506565782694252
0.46365345634135147,0.06424064683978215,0.863345713793335
0.973695183735404,0.2495008484945178,0.3407943545076356
